ID;Funcionário_deixou_a_empresa;Idade;Frequência de Viagens;Distância_do_trabalho;Formação;E-Sat;Gênero;Estado_Civil;Salário;Qte_Empresas_Trabalhadas;Faz_hora_extras?;Perc_de_aumento;Qte_ações_da_empresa;Tempo_de_carreira;Horas_de_treinamento;Equilibrio_de_Vida;Tempo_de_empresa;Anos_no_mesmo_cargo;Anos_desde_a_ultima_promocao;Anos_com_o_mesmo_chefe
1027;Não;32;Viaja raramente;7;Doutorado;Muito Alto;H;Casado;9204;4;Não;12;1;7;3;Bom;4;3;0;3
1028;Não;34;Viaja raramente;1;Ensino Superior;Muito Alto;M;Casado;3294;5;Não;17;1;7;2;Bom;5;4;0;2
1029;Não;41;Viaja raramente;5;Doutorado;Médio;H;Casado;2127;2;Sim;12;0;7;5;Bom;4;2;0;3
1030;Não;40;Não viaja;9;Mestrado;Alto;H;Divorciado;3975;3;Não;11;2;11;2;Excelente;8;7;0;7
1031;Não;31;Viaja raramente;8;Ensino Técnico;Baixo;H;Divorciado;10793;1;Não;18;1;13;5;Muito bom;13;7;9;9
1032;Sim;46;Viaja raramente;9;Ensino Superior;Baixo;H;Divorciado;10096;4;Não;11;1;28;1;Excelente;7;7;4;3
1033;Sim;39;Não viaja;2;Ensino Superior;Baixo;M;Solteiro;3646;2;Sim;23;0;11;2;Excelente;1;0;0;0
1034;Sim;31;Viaja frequentemente;1;Doutorado;Alto;M;Solteiro;7446;1;Não;11;0;10;2;Muito bom;10;8;4;7
1035;Não;45;Viaja raramente;20;Ensino Superior;Médio;H;Divorciado;10851;2;Sim;18;1;24;2;Muito bom;7;7;0;7
1036;Não;31;Viaja raramente;8;Ensino Técnico;Muito Alto;M;Solteiro;2109;9;Não;18;0;8;3;Muito bom;3;2;0;2
1037;Sim;31;Viaja frequentemente;2;Ensino Superior;Médio;H;Casado;3722;6;Sim;13;1;7;2;Ruim;2;2;2;2
1038;Não;45;Viaja raramente;29;Ensino Superior;Médio;H;Casado;9380;4;Sim;18;2;10;4;Excelente;3;1;1;2
1039;Não;48;Viaja raramente;7;Ensino Superior;Alto;H;Divorciado;5486;4;Não;11;3;15;3;Muito bom;2;2;2;2
1040;Sim;34;Viaja raramente;9;Mestrado;Baixo;M;Casado;2742;1;Não;15;0;2;0;Muito bom;2;2;2;2
1041;Não;40;Não viaja;8;Ensino Médio;Muito Alto;H;Divorciado;13757;2;Não;11;1;16;5;Muito bom;9;8;4;8
1042;Não;28;Viaja raramente;5;Ensino Superior;Muito Alto;H;Solteiro;8463;0;Não;18;0;6;4;Muito bom;5;4;1;3
1043;Não;44;Não viaja;5;Ensino Superior;Alto;H;Solteiro;3162;3;Não;14;0;7;5;Muito bom;5;2;0;3
1044;Não;53;Viaja raramente;2;Ensino Superior;Muito Alto;H;Solteiro;16598;4;Não;12;0;35;2;Bom;9;8;8;8
1045;Não;49;Viaja raramente;5;Mestrado;Baixo;H;Casado;6651;2;Não;14;1;20;0;Bom;3;2;1;2
1046;Não;40;Viaja raramente;2;Ensino Superior;Alto;H;Divorciado;2345;2;Não;14;1;8;3;Excelente;3;1;1;2
1047;Não;44;Viaja raramente;20;Ensino Superior;Muito Alto;H;Solteiro;3420;1;Não;13;0;6;3;Bom;5;2;1;3
1048;Não;33;Viaja frequentemente;7;Ensino Superior;Muito Alto;H;Casado;4373;0;Não;14;2;5;2;Muito bom;4;3;0;3
1049;Não;34;Viaja raramente;3;Ensino Superior;Muito Alto;H;Solteiro;4759;3;Não;18;0;15;2;Muito bom;13;9;3;12
1050;Não;30;Viaja raramente;16;Ensino Médio;Muito Alto;H;Casado;5301;8;Não;15;2;4;2;Bom;2;1;2;2
1051;Não;42;Viaja frequentemente;9;Ensino Técnico;Baixo;M;Solteiro;3673;1;Não;13;0;12;3;Muito bom;12;9;5;8
1052;Não;44;Viaja frequentemente;1;Doutorado;Baixo;M;Casado;4768;7;Não;12;1;11;4;Bom;1;0;0;0
1053;Não;30;Não viaja;7;Ensino Superior;Alto;H;Divorciado;1274;1;Não;13;2;1;2;Bom;1;0;0;0
1054;Não;57;Viaja raramente;1;Ensino Técnico;Médio;H;Casado;4900;0;Não;24;1;13;2;Bom;12;9;2;8
1055;Não;49;Viaja raramente;7;Mestrado;Alto;H;Divorciado;10466;3;Não;14;2;29;3;Muito bom;8;7;0;7
1056;Não;34;Viaja frequentemente;15;Ensino Superior;Médio;H;Divorciado;17007;7;Não;14;2;16;3;Bom;14;8;6;9
1057;Sim;28;Viaja frequentemente;1;Ensino Superior;Baixo;H;Casado;2909;3;Não;15;1;5;3;Excelente;3;2;1;2
1058;Sim;29;Viaja frequentemente;13;Ensino Superior;Baixo;M;Solteiro;5765;5;Não;11;0;7;4;Ruim;5;3;0;0
1059;Sim;34;Viaja raramente;24;Mestrado;Baixo;M;Solteiro;4599;0;Sim;23;0;16;2;Excelente;15;9;10;10
1060;Não;35;Viaja raramente;7;Ensino Médio;Muito Alto;H;Casado;2404;1;Não;13;1;1;3;Muito bom;1;0;0;0
1061;Sim;24;Viaja frequentemente;9;Ensino Superior;Médio;H;Solteiro;3172;2;Sim;11;0;4;2;Bom;0;0;0;0
1062;Não;24;Não viaja;13;Ensino Técnico;Muito Alto;M;Casado;2033;1;Não;13;1;1;2;Muito bom;1;0;0;0
1063;Não;44;Viaja frequentemente;2;Ensino Médio;Médio;H;Solteiro;10209;5;Sim;18;0;16;2;Bom;2;2;2;2
1064;Não;29;Viaja raramente;19;Ensino Superior;Alto;H;Divorciado;8620;1;Não;14;2;10;3;Muito bom;10;7;0;4
1065;Não;30;Viaja raramente;1;Ensino Superior;Alto;H;Divorciado;2064;0;Não;21;1;6;3;Excelente;5;3;1;3
1066;Não;55;Viaja raramente;4;Mestrado;Muito Alto;H;Casado;4035;0;Sim;16;0;4;2;Muito bom;3;2;1;2
1067;Não;33;Viaja raramente;4;Mestrado;Baixo;M;Casado;3838;8;Não;11;0;8;5;Muito bom;5;4;0;2
1068;Não;47;Viaja raramente;14;Ensino Superior;Alto;M;Casado;4591;3;Sim;17;1;11;4;Bom;5;4;1;2
1069;Sim;28;Viaja frequentemente;2;Ensino Técnico;Alto;H;Solteiro;2561;7;Não;11;0;8;2;Bom;0;0;0;0
1070;Não;28;Viaja raramente;1;Ensino Superior;Baixo;H;Divorciado;1563;1;Não;14;1;1;2;Ruim;1;0;0;0
1071;Não;28;Viaja frequentemente;7;Ensino Superior;Alto;H;Solteiro;4898;0;Não;14;0;5;5;Muito bom;4;2;1;3
1072;Não;49;Viaja raramente;3;Ensino Técnico;Alto;M;Casado;4789;4;Não;25;1;10;3;Muito bom;3;2;1;2
1073;Não;29;Viaja frequentemente;2;Ensino Médio;Muito Alto;M;Casado;3180;0;Não;13;3;4;3;Muito bom;3;2;0;2
1074;Não;28;Viaja raramente;29;Ensino Médio;Alto;H;Casado;6549;1;Não;14;2;8;2;Bom;8;6;1;7
1075;Não;33;Viaja raramente;8;Doutorado;Muito Alto;H;Solteiro;6388;2;Sim;17;0;14;6;Muito bom;0;0;0;0
1076;Não;32;Viaja raramente;10;Ensino Superior;Alto;H;Solteiro;11244;2;Não;25;0;10;5;Excelente;5;2;0;0
1077;Não;54;Viaja frequentemente;11;Mestrado;Médio;M;Divorciado;16032;3;Não;20;1;26;2;Muito bom;14;9;1;12
1078;Sim;29;Viaja raramente;1;Mestrado;Baixo;H;Solteiro;2362;6;Não;13;0;11;2;Ruim;9;7;0;7
1079;Não;44;Viaja raramente;28;Ensino Superior;Muito Alto;H;Casado;16328;3;Não;13;1;24;1;Excelente;20;6;14;17
1080;Não;39;Viaja raramente;6;Ensino Superior;Médio;M;Solteiro;8376;4;Não;18;0;9;3;Muito bom;2;0;2;2
1081;Não;46;Viaja raramente;3;Ensino Superior;Alto;M;Casado;16606;8;Não;12;1;23;2;Excelente;13;12;5;1
1082;Não;35;Viaja raramente;16;Ensino Superior;Muito Alto;M;Solteiro;8606;1;Não;19;0;11;3;Ruim;11;8;3;3
1083;Não;23;Viaja raramente;20;Ensino Médio;Baixo;H;Solteiro;2272;0;Não;14;0;5;2;Muito bom;4;3;1;2
1084;Sim;40;Viaja raramente;9;Mestrado;Muito Alto;H;Solteiro;2018;3;Não;14;0;15;3;Ruim;5;4;1;0
1085;Não;34;Viaja raramente;1;Ensino Superior;Muito Alto;H;Casado;7083;1;Sim;14;0;10;3;Muito bom;10;9;8;6
1086;Sim;31;Viaja frequentemente;3;Ensino Superior;Muito Alto;M;Solteiro;4084;1;Não;12;0;7;2;Ruim;7;2;7;7
1087;Não;50;Viaja frequentemente;22;Doutorado;Alto;H;Solteiro;14411;1;Sim;13;0;32;2;Muito bom;32;6;13;9
1088;Não;34;Viaja raramente;7;Ensino Técnico;Médio;H;Casado;2308;0;Sim;25;1;12;4;Muito bom;11;10;5;7
1089;Não;42;Viaja raramente;2;Ensino Superior;Alto;H;Casado;4841;4;Não;14;1;4;3;Muito bom;1;0;0;0
1090;Não;37;Viaja raramente;13;Ensino Superior;Baixo;H;Casado;4285;1;Não;17;0;10;2;Muito bom;10;8;3;7
1091;Não;29;Viaja raramente;8;Ensino Médio;Alto;M;Casado;9715;3;Não;13;1;9;3;Muito bom;7;7;0;7
1092;Não;33;Viaja raramente;25;Ensino Superior;Muito Alto;H;Solteiro;4320;1;Não;13;0;5;2;Muito bom;5;3;0;2
1093;Não;45;Viaja raramente;28;Ensino Superior;Muito Alto;H;Casado;2132;4;Não;20;1;8;3;Muito bom;5;4;0;3
1094;Não;42;Viaja frequentemente;2;Ensino Superior;Muito Alto;H;Casado;10124;2;Sim;14;1;24;3;Ruim;20;8;13;9
1095;Não;40;Viaja raramente;9;Ensino Técnico;Baixo;H;Casado;5473;0;Não;12;0;9;5;Excelente;8;4;7;1
1096;Não;33;Viaja raramente;28;Mestrado;Médio;H;Casado;5207;1;Sim;12;1;15;3;Muito bom;15;14;5;7
1097;Não;40;Viaja raramente;6;Ensino Técnico;Alto;H;Solteiro;16437;1;Sim;21;0;21;2;Muito bom;21;7;7;7
1098;Não;24;Viaja raramente;21;Ensino Técnico;Alto;H;Divorciado;2296;0;Não;14;3;2;3;Muito bom;1;1;0;0
1099;Não;40;Não viaja;8;Ensino Técnico;Muito Alto;H;Divorciado;4069;3;Sim;18;0;8;2;Muito bom;2;2;2;2
1100;Não;45;Viaja raramente;1;Mestrado;Baixo;H;Divorciado;7441;1;Não;12;3;10;4;Muito bom;10;8;7;7
1101;Não;35;Viaja raramente;28;Mestrado;Médio;M;Casado;2430;0;Não;23;2;6;5;Muito bom;5;3;4;2
1102;Não;32;Viaja raramente;5;Ensino Técnico;Muito Alto;M;Casado;5878;3;Não;12;1;12;2;Muito bom;7;1;2;5
1103;Não;36;Viaja raramente;2;Mestrado;Alto;H;Solteiro;2644;3;Sim;21;0;7;3;Bom;3;2;1;2
1104;Não;48;Viaja raramente;16;Mestrado;Alto;M;Divorciado;6439;8;Não;14;1;18;2;Muito bom;8;7;7;7
1105;Não;29;Viaja raramente;9;Ensino Superior;Alto;H;Casado;2451;6;Não;18;2;5;2;Bom;1;0;0;0
1106;Não;33;Viaja raramente;8;Mestrado;Baixo;H;Casado;6392;2;Não;13;1;8;6;Ruim;2;2;2;2
1107;Sim;30;Viaja raramente;1;Ensino Superior;Médio;H;Casado;9714;1;Não;11;1;10;4;Muito bom;10;8;6;7
1108;Não;38;Viaja frequentemente;10;Mestrado;Alto;H;Casado;6077;3;Não;11;0;10;2;Muito bom;6;3;1;2
1109;Não;35;Viaja raramente;1;Ensino Superior;Muito Alto;H;Solteiro;2450;1;Não;19;0;3;3;Muito bom;3;0;1;2
1110;Não;30;Viaja raramente;29;Mestrado;Alto;H;Casado;9250;3;Não;12;1;9;3;Muito bom;4;2;1;3
1111;Sim;35;Viaja raramente;2;Ensino Superior;Baixo;M;Divorciado;2074;1;Sim;12;1;1;2;Muito bom;1;0;0;0
1112;Sim;53;Viaja raramente;2;Doutorado;Alto;M;Casado;10169;0;Não;16;1;34;4;Muito bom;33;7;1;9
1113;Sim;38;Viaja raramente;2;Ensino Superior;Alto;H;Casado;4855;4;Não;11;2;7;2;Muito bom;5;2;1;4
1114;Não;32;Não viaja;1;Mestrado;Muito Alto;H;Casado;4087;4;Não;14;1;9;3;Bom;6;5;1;2
1115;Não;48;Viaja raramente;15;Mestrado;Alto;M;Casado;2367;8;Não;12;1;10;3;Bom;8;2;7;6
1116;Não;34;Viaja raramente;7;Mestrado;Baixo;H;Solteiro;2972;1;Não;13;0;1;4;Ruim;1;0;0;0
1117;Não;55;Viaja raramente;26;Doutorado;Alto;H;Casado;19586;1;Não;21;1;36;3;Muito bom;36;6;2;13
1118;Não;34;Viaja raramente;1;Mestrado;Médio;H;Casado;5484;9;Não;17;1;9;3;Bom;2;2;2;1
1119;Não;26;Viaja raramente;3;Ensino Superior;Baixo;M;Casado;2061;1;Não;21;0;1;5;Muito bom;1;0;0;0
1120;Não;38;Viaja raramente;14;Ensino Superior;Alto;H;Casado;9924;0;Não;11;1;10;3;Muito bom;9;8;7;7
1121;Não;38;Viaja raramente;16;Ensino Superior;Médio;M;Solteiro;4198;2;Não;12;0;8;5;Excelente;3;2;1;2
1122;Não;36;Viaja raramente;1;Mestrado;Médio;M;Solteiro;6815;6;Não;13;0;15;5;Muito bom;1;0;0;0
1123;Não;29;Viaja raramente;3;Ensino Médio;Médio;H;Solteiro;4723;1;Sim;18;0;10;3;Muito bom;10;9;1;5
1124;Não;35;Viaja raramente;10;Mestrado;Baixo;M;Solteiro;6142;3;Sim;16;0;10;4;Muito bom;5;2;0;4
1125;Não;39;Viaja raramente;6;Ensino Superior;Muito Alto;H;Casado;8237;2;Não;11;1;11;3;Muito bom;7;6;7;6
1126;Não;29;Viaja frequentemente;2;Ensino Médio;Baixo;H;Divorciado;8853;1;Não;19;1;6;0;Excelente;6;4;1;3
1127;Não;50;Viaja raramente;9;Ensino Superior;Alto;H;Casado;19331;4;Sim;16;1;27;2;Muito bom;1;0;0;0
1128;Não;23;Viaja raramente;10;Ensino Superior;Muito Alto;H;Casado;2073;2;Não;16;1;4;2;Muito bom;2;2;2;2
1129;Não;36;Viaja frequentemente;6;Mestrado;Baixo;H;Casado;5562;3;Sim;13;1;9;3;Muito bom;3;2;0;2
1130;Não;42;Viaja raramente;9;Ensino Técnico;Muito Alto;H;Solteiro;19613;8;Não;22;0;24;2;Muito bom;1;0;0;1
1131;Não;35;Viaja raramente;28;Ensino Superior;Médio;H;Casado;3407;1;Não;17;2;10;3;Bom;10;9;6;8
1132;Não;34;Viaja frequentemente;10;Mestrado;Muito Alto;H;Casado;5063;1;Não;14;1;8;3;Bom;8;2;7;7
1133;Não;40;Viaja raramente;14;Ensino Técnico;Muito Alto;M;Casado;4639;1;Não;15;1;5;2;Muito bom;5;4;1;2
1134;Não;43;Viaja raramente;27;Ensino Superior;Muito Alto;H;Divorciado;4876;5;Não;12;1;8;0;Muito bom;6;4;0;2
1135;Não;35;Viaja raramente;7;Ensino Técnico;Alto;H;Casado;2690;1;Não;18;1;1;5;Bom;1;0;0;1
1136;Não;46;Viaja raramente;1;Mestrado;Muito Alto;H;Solteiro;17567;1;Não;15;0;27;5;Ruim;26;0;0;12
1137;Sim;28;Viaja raramente;24;Ensino Superior;Alto;H;Casado;2408;1;Sim;17;3;1;3;Muito bom;1;1;0;0
1138;Não;22;Não viaja;26;Ensino Técnico;Médio;M;Casado;2814;1;Sim;14;0;4;2;Bom;4;2;1;3
1139;Não;50;Viaja frequentemente;20;Doutorado;Médio;H;Casado;11245;2;Sim;15;1;32;3;Muito bom;30;8;12;13
1140;Não;32;Viaja raramente;5;Mestrado;Médio;M;Casado;3312;3;Não;17;2;6;3;Muito bom;3;2;0;2
1141;Não;44;Viaja raramente;7;Ensino Superior;Médio;M;Divorciado;19049;0;Sim;14;1;23;4;Bom;22;7;1;10
1142;Não;30;Viaja raramente;7;Ensino Superior;Médio;H;Casado;2141;1;Não;12;1;6;3;Bom;6;4;1;1
1143;Não;45;Viaja raramente;5;Doutorado;Alto;M;Solteiro;5769;1;Sim;14;0;10;3;Muito bom;10;7;1;4
1144;Não;45;Não viaja;26;Ensino Superior;Baixo;H;Casado;4385;1;Não;15;1;10;2;Muito bom;10;7;4;5
1145;Não;31;Viaja frequentemente;2;Mestrado;Muito Alto;H;Solteiro;5332;7;Não;13;0;10;3;Muito bom;5;2;0;3
1146;Não;36;Viaja raramente;12;Mestrado;Alto;M;Casado;4663;9;Sim;12;2;7;2;Muito bom;3;2;1;1
1147;Não;34;Viaja frequentemente;10;Mestrado;Alto;H;Divorciado;4724;1;Não;13;1;9;3;Muito bom;9;7;7;2
1148;Não;49;Viaja raramente;25;Mestrado;Alto;M;Casado;3211;1;Não;14;1;10;3;Bom;9;6;1;4
1149;Não;39;Viaja raramente;10;Doutorado;Médio;H;Casado;5377;2;Não;13;3;10;3;Muito bom;7;7;7;7
1150;Não;27;Viaja raramente;19;Ensino Superior;Muito Alto;H;Divorciado;4066;1;Não;11;2;7;3;Muito bom;7;7;0;7
1151;Não;35;Viaja raramente;18;Doutorado;Médio;H;Casado;5208;1;Não;11;0;16;2;Muito bom;16;15;1;10
1152;Não;28;Viaja raramente;27;Ensino Superior;Médio;M;Divorciado;4877;0;Não;21;1;6;5;Bom;5;3;0;0
1153;Não;21;Viaja raramente;5;Ensino Médio;Alto;H;Solteiro;3117;1;Não;18;0;3;2;Muito bom;2;2;2;2
1154;Sim;18;Viaja frequentemente;3;Ensino Técnico;Médio;M;Solteiro;1569;1;Sim;12;0;0;2;Excelente;0;0;0;0
1155;Não;47;Viaja raramente;26;Mestrado;Muito Alto;M;Casado;19658;3;Não;11;1;27;2;Muito bom;5;2;1;0
1156;Não;39;Viaja raramente;3;Ensino Técnico;Alto;H;Divorciado;3069;0;Não;15;1;11;3;Muito bom;10;8;0;7
1157;Não;40;Viaja raramente;15;Ensino Superior;Baixo;M;Casado;10435;1;Não;13;2;18;2;Muito bom;18;15;14;12
1158;Não;35;Não viaja;8;Mestrado;Alto;M;Casado;4148;1;Não;12;1;15;5;Muito bom;14;11;2;9
1159;Não;37;Viaja raramente;19;Ensino Superior;Alto;H;Casado;5768;3;Não;17;3;9;2;Bom;4;3;0;2
1160;Não;39;Viaja frequentemente;4;Ensino Superior;Baixo;M;Solteiro;5042;0;Não;13;0;10;2;Ruim;9;2;3;8
1161;Não;45;Viaja raramente;2;Ensino Técnico;Muito Alto;M;Divorciado;5770;1;Não;19;2;10;3;Muito bom;10;7;3;9
1162;Não;38;Viaja raramente;2;Ensino Técnico;Muito Alto;M;Casado;7756;3;Sim;19;1;10;6;Excelente;5;4;0;2
1163;Sim;35;Viaja raramente;10;Ensino Superior;Muito Alto;H;Casado;10306;9;Não;17;0;15;3;Muito bom;13;12;6;0
1164;Não;37;Viaja raramente;10;Ensino Superior;Médio;M;Casado;3936;1;Não;11;1;8;2;Ruim;8;4;7;7
1165;Não;40;Viaja raramente;16;Ensino Superior;Alto;M;Solteiro;7945;6;Sim;15;0;18;2;Bom;4;2;3;3
1166;Não;44;Viaja frequentemente;1;Doutorado;Baixo;H;Casado;5743;4;Sim;11;0;14;3;Muito bom;10;7;0;2
1167;Não;48;Viaja frequentemente;4;Doutorado;Alto;H;Casado;15202;2;Não;25;1;23;3;Muito bom;2;2;2;2
1168;Sim;35;Viaja raramente;15;Ensino Técnico;Baixo;H;Divorciado;5440;6;Sim;14;2;7;2;Bom;2;2;2;2
1169;Não;24;Viaja frequentemente;2;Ensino Médio;Baixo;M;Solteiro;3760;1;Sim;13;0;6;2;Muito bom;6;3;1;3
1170;Não;27;Viaja raramente;8;Ensino Superior;Médio;M;Casado;3517;7;Não;17;0;5;0;Muito bom;3;2;0;2
1171;Não;27;Viaja frequentemente;2;Ensino Superior;Muito Alto;H;Solteiro;2580;2;Não;13;0;6;0;Bom;4;2;1;2
1172;Sim;40;Viaja raramente;7;Ensino Superior;Baixo;H;Solteiro;2166;3;Sim;14;0;10;3;Ruim;4;2;0;3
1173;Não;29;Viaja raramente;10;Ensino Superior;Alto;H;Solteiro;5869;9;Não;11;0;8;2;Muito bom;5;2;1;4
1174;Não;36;Viaja raramente;5;Mestrado;Médio;M;Casado;8008;4;Não;12;2;9;6;Muito bom;3;2;0;2
1175;Não;25;Viaja frequentemente;2;Ensino Médio;Muito Alto;H;Divorciado;5206;1;Não;17;2;7;6;Muito bom;7;7;0;7
1176;Não;39;Viaja raramente;12;Ensino Superior;Muito Alto;H;Casado;5295;4;Não;21;0;7;3;Muito bom;5;4;1;0
1177;Não;49;Viaja raramente;22;Mestrado;Baixo;M;Casado;16413;3;Não;16;2;27;2;Muito bom;4;2;1;2
1178;Não;50;Viaja raramente;17;Doutorado;Muito Alto;M;Divorciado;13269;5;Não;15;3;19;3;Muito bom;14;11;1;11
1179;Não;20;Viaja raramente;2;Ensino Superior;Alto;M;Solteiro;2783;1;Não;19;0;2;3;Muito bom;2;2;2;2
1180;Não;34;Viaja raramente;3;Ensino Superior;Muito Alto;M;Divorciado;5433;1;Não;12;1;11;2;Muito bom;11;8;7;9
1181;Não;36;Viaja raramente;7;Ensino Superior;Baixo;H;Solteiro;2013;2;Não;11;0;15;4;Muito bom;4;3;1;3
1182;Não;49;Viaja raramente;6;Ensino Médio;Alto;M;Casado;13966;2;Sim;19;1;30;3;Muito bom;15;11;2;12
1183;Não;36;Não viaja;1;Mestrado;Muito Alto;M;Casado;4374;0;Não;15;0;4;6;Muito bom;3;2;1;2
1184;Não;36;Viaja raramente;3;Ensino Técnico;Muito Alto;H;Divorciado;6842;6;Não;20;1;13;3;Muito bom;5;4;0;4
1185;Não;54;Viaja raramente;22;Doutorado;Médio;M;Casado;17426;3;Não;25;1;36;6;Muito bom;10;8;4;7
1186;Não;43;Viaja raramente;15;Ensino Técnico;Alto;H;Casado;17603;1;Não;24;1;14;3;Muito bom;14;10;6;11
1187;Sim;35;Viaja frequentemente;12;Mestrado;Muito Alto;H;Solteiro;4581;3;Sim;24;0;13;2;Excelente;11;9;6;7
1188;Não;38;Viaja frequentemente;1;Ensino Superior;Muito Alto;H;Casado;4735;7;Não;15;2;19;4;Excelente;13;11;2;9
1189;Não;29;Viaja raramente;5;Ensino Superior;Baixo;H;Divorciado;4187;1;Sim;13;1;10;3;Bom;10;0;0;9
1190;Não;33;Viaja raramente;2;Mestrado;Muito Alto;H;Divorciado;5505;1;Não;14;2;6;5;Muito bom;6;2;0;4
1191;Não;32;Viaja raramente;2;Ensino Superior;Muito Alto;H;Divorciado;5470;0;Não;13;2;10;4;Bom;9;5;1;6
1192;Não;31;Viaja raramente;5;Mestrado;Baixo;M;Casado;5476;1;Não;11;2;10;2;Muito bom;10;0;0;2
1193;Não;49;Viaja raramente;16;Ensino Superior;Muito Alto;M;Divorciado;2587;4;Sim;16;1;17;2;Bom;2;2;2;2
1194;Não;38;Viaja frequentemente;2;Ensino Superior;Muito Alto;M;Solteiro;2440;1;Não;22;0;4;3;Muito bom;4;3;3;3
1195;Não;47;Viaja raramente;2;Mestrado;Médio;M;Divorciado;15972;6;Não;14;3;29;2;Muito bom;3;2;1;2
1196;Não;49;Viaja raramente;1;Ensino Superior;Alto;H;Solteiro;15379;4;Não;14;0;23;2;Muito bom;8;7;0;0
1197;Não;41;Viaja raramente;23;Ensino Técnico;Muito Alto;H;Solteiro;7082;3;Sim;16;0;21;2;Muito bom;2;0;0;2
1198;Não;20;Viaja raramente;9;Ensino Médio;Muito Alto;H;Solteiro;2728;1;Não;11;0;2;3;Muito bom;2;2;0;2
1199;Não;33;Não viaja;16;Ensino Superior;Alto;M;Divorciado;5368;1;Sim;25;1;7;2;Muito bom;6;5;1;2
1200;Não;36;Viaja raramente;26;Mestrado;Baixo;H;Casado;5347;6;Não;14;2;10;2;Bom;3;2;0;2
1201;Não;44;Viaja raramente;1;Ensino Superior;Alto;M;Divorciado;3195;4;Sim;18;3;8;2;Muito bom;2;2;2;2
1202;Sim;23;Viaja raramente;8;Ensino Médio;Muito Alto;H;Solteiro;3989;1;Sim;11;0;5;2;Muito bom;5;4;1;2
1203;Não;38;Viaja raramente;4;Ensino Técnico;Muito Alto;M;Casado;3306;7;Não;19;1;7;5;Bom;0;0;0;0
1204;Não;53;Viaja raramente;24;Mestrado;Médio;H;Casado;7005;3;Não;15;0;11;2;Muito bom;4;3;1;2
1205;Sim;48;Viaja frequentemente;7;Ensino Técnico;Muito Alto;M;Casado;2655;2;Sim;11;2;19;3;Muito bom;9;7;7;7
1206;Sim;32;Viaja raramente;2;Mestrado;Muito Alto;H;Solteiro;1393;1;Não;12;0;1;2;Muito bom;1;0;0;0
1207;Não;26;Não viaja;7;Ensino Superior;Muito Alto;H;Solteiro;2570;1;Não;20;0;7;5;Muito bom;7;7;5;7
1208;Não;55;Viaja raramente;22;Ensino Superior;Baixo;H;Divorciado;3537;5;Não;12;1;8;1;Muito bom;4;2;1;2
1209;Não;34;Viaja raramente;5;Ensino Técnico;Médio;H;Casado;3986;1;Não;14;1;15;3;Excelente;15;10;4;13
1210;Não;60;Viaja raramente;1;Mestrado;Alto;H;Divorciado;10883;3;Não;20;1;19;2;Excelente;1;0;0;0
1211;Não;33;Viaja raramente;21;Ensino Superior;Médio;H;Casado;2028;1;Não;18;3;14;6;Muito bom;14;11;2;13
1212;Não;37;Viaja frequentemente;1;Mestrado;Alto;H;Divorciado;9525;1;Não;14;2;6;2;Bom;6;3;1;3
1213;Não;34;Viaja raramente;19;Ensino Superior;Médio;M;Casado;2929;1;Não;12;0;10;3;Muito bom;10;9;8;7
1214;Sim;23;Viaja raramente;7;Ensino Superior;Alto;H;Divorciado;2275;1;Sim;21;1;3;2;Muito bom;3;2;0;2
1215;Não;44;Viaja raramente;2;Ensino Superior;Alto;M;Casado;7879;1;Sim;19;1;9;2;Muito bom;8;7;6;7
1216;Não;35;Viaja frequentemente;2;Mestrado;Baixo;H;Solteiro;4930;0;Sim;14;0;6;2;Excelente;5;4;1;4
1217;Não;43;Viaja raramente;2;Ensino Superior;Muito Alto;H;Casado;7847;1;Sim;17;1;10;3;Muito bom;10;9;8;8
1218;Não;24;Viaja raramente;9;Ensino Superior;Alto;H;Casado;4401;1;Não;16;1;5;1;Muito bom;5;3;0;4
1219;Não;41;Viaja raramente;6;Ensino Superior;Muito Alto;H;Solteiro;9241;1;Não;12;0;10;3;Muito bom;10;8;8;7
1220;Não;29;Viaja raramente;9;Mestrado;Muito Alto;M;Casado;2974;9;Não;17;1;9;2;Muito bom;5;3;1;2
1221;Não;36;Viaja raramente;2;Mestrado;Alto;M;Solteiro;4502;3;Não;15;0;17;2;Bom;13;7;6;7
1222;Não;45;Não viaja;1;Ensino Médio;Alto;H;Casado;10748;3;Não;23;1;25;3;Bom;23;15;14;4
1223;Sim;24;Viaja raramente;22;Ensino Médio;Muito Alto;H;Casado;1555;1;Não;11;1;1;2;Muito bom;1;0;0;0
1224;Sim;47;Viaja frequentemente;9;Ensino Superior;Alto;H;Casado;12936;7;Não;11;0;25;3;Ruim;23;5;14;10
1225;Não;26;Viaja raramente;17;Mestrado;Muito Alto;H;Casado;2305;1;Não;15;3;3;3;Excelente;3;2;0;2
1226;Não;45;Viaja raramente;28;Ensino Técnico;Muito Alto;M;Solteiro;16704;1;Não;11;0;21;2;Muito bom;21;6;8;6
1227;Não;32;Viaja frequentemente;10;Ensino Superior;Baixo;H;Casado;3433;6;Não;13;1;10;3;Bom;5;2;1;3
1228;Não;31;Viaja raramente;2;Mestrado;Médio;H;Casado;3477;1;Não;14;1;6;2;Excelente;5;2;0;3
1229;Não;41;Não viaja;4;Ensino Superior;Alto;H;Casado;6430;6;Não;19;1;10;4;Muito bom;3;2;1;2
